timestamp,THROTTLE,BRAKE,ECU_MODE_ID,TORQUE_GAIN,TORQUE_REF_LEFT_MOTOR,TORQUE_REF_RIGHT_MOTOR,LEFT_MOTOR_SPEED,RIGHT_MOTOR_SPEED,REAR_LEFT_WHEEL_SPEED,REAR_RIGHT_WHEEL_SPEED,ACCEL_LONGITUDINAL,ACCEL_LATERAL,ACCEL_NORMAL,VEL_ANGULAR_YAW,VEL_ANGULAR_PITCH,VEL_ANGULAR_ROLL,STACK_1_CELL_1,STACK_1_CELL_2,STACK_1_CELL_3,STACK_1_CELL_4,STACK_2_CELL_1,STACK_2_CELL_2,STACK_2_CELL_3,STACK_2_CELL_4,STACK_3_CELL_1,STACK_3_CELL_2,STACK_3_CELL_3,STACK_3_CELL_4,STACK_4_CELL_1,STACK_4_CELL_2,STACK_4_CELL_3,STACK_4_CELL_4,STACK_5_CELL_1,STACK_5_CELL_2,STACK_5_CELL_3,STACK_5_CELL_4,STACK_6_CELL_1,STACK_6_CELL_2,STACK_6_CELL_3,STACK_6_CELL_4,MAX_VOLTAGE,MIN_VOLTAGE,TOTAL_VOLTAGE,SHUNT_CURRENT,BMS_MODE_ID,BMS_ERROR_ID,AIR_P,AIR_N,t
1765224640317,0.0,0.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.024888,0.005978,0.992958,-0.7000000000000001,0.28,0.0,3.29,3.31,3.28,3.28,3.27,3.27,3.27,3.27,3.3,3.3,3.3,3.29,3.27,3.27,3.27,3.29,3.29,3.29,3.28,3.28,3.3,3.31,3.3,3.29,3.32,3.28,79.3,0.0,1.0,0.0,1.0,1.0,6135291
1765224640364,0.0,0.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.024888,0.005978,0.992958,-0.7000000000000001,0.28,0.0,3.29,3.31,3.28,3.28,3.27,3.27,3.27,3.27,3.3,3.3,3.3,3.29,3.27,3.27,3.27,3.29,3.29,3.29,3.28,3.28,3.3,3.31,3.3,3.29,3.32,3.28,79.3,0.0,1.0,0.0,1.0,1.0,6135338
1765224640381,0.0,0.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.025498,0.005612,0.992348,-0.7000000000000001,0.28,0.0,3.29,3.31,3.28,3.28,3.27,3.27,3.27,3.27,3.3,3.3,3.3,3.29,3.27,3.27,3.27,3.29,3.29,3.29,3.28,3.28,3.3,3.31,3.3,3.29,3.32,3.28,79.3,0.0,1.0,0.0,1.0,1.0,6135355
1765224640414,0.0,0.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.025498,0.005612,0.992348,-0.6300000000000001,0.28,0.0,3.29,3.31,3.28,3.28,3.27,3.27,3.27,3.27,3.3,3.3,3.3,3.29,3.27,3.27,3.27,3.29,3.29,3.29,3.28,3.28,3.3,3.31,3.3,3.29,3.32,3.28,79.3,0.0,1.0,0.0,1.0,1.0,6135388
1765224640430,0.0,0.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.026718,0.004514,0.993812,-0.6300000000000001,0.28,0.0,3.29,3.31,3.28,3.28,3.27,3.27,3.27,3.27,3.3,3.3,3.3,3.29,3.27,3.27,3.27,3.29,3.29,3.29,3.28,3.28,3.3,3.31,3.3,3.29,3.32,3.28,79.3,0.0,1.0,0.0,1.0,1.0,6135404
1765224640464,0.0,0.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.026718,0.004514,0.993812,-0.6300000000000001,0.28,0.0,3.29,3.31,3.28,3.28,3.27,3.27,3.27,3.27,3.3,3.3,3.3,3.29,3.27,3.27,3.27,3.29,3.29,3.29,3.28,3.28,3.3,3.31,3.3,3.29,3.32,3.28,79.3,0.0,1.0,0.0,1.0,1.0,6135438
1765224640481,0.0,0.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.026718,0.004514,0.993812,-0.6300000000000001,0.42000000000000004,-0.07,3.29,3.31,3.28,3.28,3.27,3.27,3.27,3.27,3.3,3.3,3.3,3.29,3.27,3.27,3.27,3.29,3.29,3.29,3.28,3.28,3.3,3.31,3.3,3.29,3.32,3.28,79.3,0.0,1.0,0.0,1.0,1.0,6135455
1765224640514,0.0,0.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.026718,0.004514,0.993812,-0.6300000000000001,0.42000000000000004,-0.07,3.29,3.31,3.28,3.28,3.27,3.27,3.27,3.27,3.3,3.3,3.3,3.29,3.27,3.27,3.27,3.29,3.29,3.29,3.28,3.28,3.3,3.31,3.3,3.29,3.32,3.28,79.3,0.0,1.0,0.0,1.0,1.0,6135488
1765224640616,0.0,0.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.024644,0.00549,0.992958,-0.6300000000000001,0.42000000000000004,-0.07,3.29,3.31,3.28,3.28,3.27,3.27,3.27,3.27,3.3,3.3,3.3,3.29,3.27,3.27,3.27,3.29,3.29,3.29,3.28,3.28,3.3,3.31,3.3,3.29,3.32,3.28,79.3,0.0,1.0,0.0,1.0,1.0,6135590
1765224640633,0.0,0.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.024644,0.00549,0.992958,-0.7000000000000001,0.35000000000000003,0.0,3.29,3.31,3.28,3.28,3.27,3.27,3.27,3.27,3.3,3.3,3.3,3.29,3.27,3.27,3.27,3.29,3.29,3.29,3.28,3.28,3.3,3.31,3.3,3.29,3.32,3.28,79.3,0.0,1.0,0.0,1.0,1.0,6135607
1765224640686,0.0,0.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.024644,0.00549,0.992958,-0.7000000000000001,0.35000000000000003,0.0,3.29,3.31,3.28,3.28,3.27,3.27,3.27,3.27,3.3,3.3,3.3,3.29,3.27,3.27,3.27,3.29,3.29,3.29,3.28,3.28,3.3,3.31,3.3,3.29,3.32,3.28,79.3,0.0,1.0,0.0,1.0,1.0,6135660
1765224640698,0.0,0.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.024644,0.00549,0.992958,-0.7000000000000001,0.35000000000000003,0.0,3.29,3.31,3.28,3.28,3.27,3.27,3.27,3.27,3.3,3.3,3.3,3.29,3.27,3.27,3.27,3.29,3.29,3.29,3.28,3.28,3.3,3.31,3.3,3.29,3.32,3.28,79.3,0.0,1.0,0.0,1.0,1.0,6135672
1765224640714,0.0,0.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.024644,0.00549,0.992958,-0.7000000000000001,0.35000000000000003,0.0,3.29,3.31,3.28,3.28,3.27,3.27,3.27,3.27,3.3,3.3,3.3,3.29,3.27,3.27,3.27,3.29,3.29,3.29,3.28,3.28,3.3,3.31,3.3,3.29,3.32,3.28,79.3,0.0,1.0,0.0,1.0,1.0,6135688
1765224640730,0.0,0.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02623,0.00488,0.99186,-0.7000000000000001,0.35000000000000003,0.0,3.29,3.31,3.28,3.28,3.27,3.27,3.27,3.27,3.3,3.3,3.3,3.29,3.27,3.27,3.27,3.29,3.29,3.29,3.28,3.28,3.3,3.31,3.3,3.29,3.32,3.28,79.3,0.0,1.0,0.0,1.0,1.0,6135704
1765224640747,0.0,0.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02623,0.00488,0.99186,-0.7000000000000001,0.35000000000000003,0.0,3.29,3.31,3.28,3.28,3.27,3.27,3.27,3.27,3.3,3.3,3.3,3.29,3.27,3.27,3.27,3.29,3.29,3.29,3.28,3.28,3.3,3.31,3.3,3.29,3.32,3.28,79.3,0.0,1.0,0.0,1.0,1.0,6135721
1765224640764,0.0,0.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02623,0.00488,0.99186,-0.6300000000000001,0.35000000000000003,0.07,3.29,3.31,3.28,3.28,3.27,3.27,3.27,3.27,3.3,3.3,3.3,3.29,3.27,3.27,3.27,3.29,3.29,3.29,3.28,3.28,3.3,3.31,3.3,3.29,3.32,3.28,79.3,0.0,1.0,0.0,1.0,1.0,6135738
1765224640814,0.0,0.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02623,0.00488,0.99186,-0.6300000000000001,0.35000000000000003,0.07,3.29,3.31,3.28,3.28,3.27,3.27,3.27,3.27,3.3,3.3,3.3,3.29,3.27,3.27,3.27,3.29,3.29,3.29,3.28,3.28,3.3,3.31,3.3,3.29,3.32,3.28,79.3,0.0,1.0,0.0,1.0,1.0,6135788
1765224640896,0.0,0.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.026352,0.005246,0.992348,-0.6300000000000001,0.35000000000000003,0.07,3.29,3.31,3.28,3.28,3.27,3.27,3.27,3.27,3.3,3.3,3.3,3.29,3.27,3.27,3.27,3.29,3.29,3.29,3.28,3.28,3.3,3.31,3.3,3.29,3.32,3.28,79.3,0.0,1.0,0.0,1.0,1.0,6135870
1765224640913,0.0,0.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.026352,0.005246,0.992348,-0.6300000000000001,0.49000000000000005,0.0,3.29,3.31,3.28,3.28,3.27,3.27,3.27,3.27,3.3,3.3,3.3,3.29,3.27,3.27,3.27,3.29,3.29,3.29,3.28,3.28,3.3,3.31,3.3,3.29,3.32,3.28,79.3,0.0,1.0,0.0,1.0,1.0,6135887
1765224640929,0.0,0.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.026352,0.005246,0.992348,-0.6300000000000001,0.49000000000000005,0.0,3.31,3.32,3.32,3.3,3.27,3.27,3.27,3.27,3.3,3.3,3.3,3.29,3.27,3.27,3.27,3.29,3.29,3.29,3.28,3.28,3.3,3.31,3.3,3.29,3.32,3.28,79.3,0.0,1.0,0.0,1.0,1.0,6135903
1765224640963,0.0,0.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.026352,0.005246,0.992348,-0.6300000000000001,0.49000000000000005,0.0,3.31,3.32,3.32,3.3,3.28,3.29,3.28,3.29,3.32,3.32,3.32,3.32,3.27,3.27,3.27,3.29,3.29,3.29,3.28,3.28,3.3,3.31,3.3,3.29,3.32,3.28,79.3,0.0,1.0,0.0,1.0,1.0,6135937
1765224640979,0.0,0.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.026352,0.005246,0.992348,-0.6300000000000001,0.49000000000000005,0.0,3.31,3.32,3.32,3.3,3.28,3.29,3.28,3.29,3.32,3.32,3.32,3.32,3.28,3.29,3.28,3.29,3.29,3.29,3.28,3.28,3.3,3.31,3.3,3.29,3.32,3.28,79.3,0.0,1.0,0.0,1.0,1.0,6135953
1765224640996,0.0,0.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.026352,0.005246,0.992348,-0.6300000000000001,0.49000000000000005,0.0,3.31,3.32,3.32,3.3,3.28,3.29,3.28,3.29,3.32,3.32,3.32,3.32,3.28,3.29,3.28,3.29,3.31,3.31,3.31,3.3,3.3,3.31,3.3,3.29,3.32,3.28,79.3,0.0,1.0,0.0,1.0,1.0,6135970
1765224641029,0.0,0.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.026352,0.005246,0.992348,-0.6300000000000001,0.49000000000000005,0.0,3.31,3.32,3.32,3.3,3.28,3.29,3.28,3.29,3.32,3.32,3.32,3.32,3.28,3.29,3.28,3.29,3.31,3.31,3.31,3.3,3.3,3.31,3.3,3.29,3.32,3.28,79.3,0.0,1.0,0.0,1.0,1.0,6136003
1765224641064,0.0,0.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.027084,0.005856,0.991738,-0.6300000000000001,0.49000000000000005,0.0,3.31,3.32,3.32,3.3,3.28,3.29,3.28,3.29,3.32,3.32,3.32,3.32,3.28,3.29,3.28,3.29,3.31,3.31,3.31,3.3,3.3,3.31,3.3,3.29,3.32,3.28,79.3,0.0,1.0,0.0,1.0,1.0,6136038
1765224641081,0.0,0.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.027084,0.005856,0.991738,-0.6300000000000001,0.49000000000000005,0.0,3.31,3.32,3.32,3.31,3.28,3.29,3.28,3.29,3.32,3.32,3.32,3.32,3.28,3.29,3.28,3.29,3.31,3.31,3.31,3.3,3.3,3.31,3.3,3.29,3.32,3.28,79.3,0.0,1.0,0.0,1.0,1.0,6136055
1765224641098,0.0,0.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.027084,0.005856,0.991738,-0.6300000000000001,0.49000000000000005,0.0,3.31,3.32,3.32,3.31,3.28,3.29,3.28,3.29,3.32,3.32,3.32,3.32,3.28,3.29,3.28,3.29,3.31,3.31,3.31,3.3,3.3,3.31,3.3,3.29,3.32,3.28,79.3,0.0,1.0,0.0,1.0,1.0,6136072
1765224641115,0.0,0.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.027084,0.005856,0.991738,-0.6300000000000001,0.49000000000000005,0.0,3.31,3.32,3.32,3.31,3.28,3.29,3.28,3.29,3.32,3.32,3.32,3.32,3.28,3.29,3.28,3.29,3.31,3.31,3.31,3.3,3.3,3.31,3.3,3.29,3.32,3.28,79.3,0.0,1.0,0.0,1.0,1.0,6136089
1765224641132,0.0,0.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.027084,0.005856,0.991738,-0.6300000000000001,0.49000000000000005,0.0,3.31,3.32,3.32,3.31,3.28,3.29,3.28,3.29,3.32,3.32,3.32,3.32,3.28,3.29,3.28,3.29,3.31,3.31,3.31,3.3,3.3,3.31,3.3,3.29,3.32,3.28,79.3,0.0,1.0,0.0,1.0,1.0,6136106
1765224641146,0.0,0.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.027084,0.005856,0.991738,-0.6300000000000001,0.49000000000000005,0.0,3.31,3.32,3.32,3.31,3.28,3.29,3.28,3.29,3.32,3.32,3.32,3.32,3.28,3.29,3.28,3.29,3.31,3.31,3.31,3.3,3.3,3.31,3.3,3.29,3.32,3.28,79.3,0.0,1.0,0.0,1.0,1.0,6136120
1765224641162,0.0,0.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.027084,0.005856,0.991738,-0.6300000000000001,0.49000000000000005,0.0,3.31,3.32,3.32,3.31,3.28,3.29,3.28,3.29,3.32,3.32,3.32,3.32,3.28,3.29,3.28,3.29,3.31,3.31,3.31,3.3,3.3,3.31,3.3,3.29,3.32,3.28,79.3,0.0,1.0,0.0,1.0,1.0,6136136
1765224641181,0.0,0.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.027084,0.005856,0.991738,-0.6300000000000001,0.49000000000000005,0.0,3.31,3.32,3.32,3.31,3.28,3.29,3.28,3.29,3.32,3.32,3.32,3.32,3.28,3.29,3.28,3.29,3.31,3.31,3.31,3.3,3.3,3.31,3.3,3.29,3.32,3.28,79.3,0.0,1.0,0.0,1.0,1.0,6136155
1765224641197,0.0,0.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.027084,0.005856,0.991738,-0.6300000000000001,0.35000000000000003,-0.07,3.31,3.32,3.32,3.31,3.28,3.29,3.28,3.29,3.32,3.32,3.32,3.32,3.28,3.29,3.28,3.29,3.31,3.31,3.31,3.3,3.3,3.31,3.3,3.29,3.32,3.28,79.3,0.0,1.0,0.0,1.0,1.0,6136171
1765224641214,0.0,0.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.027084,0.005856,0.991738,-0.6300000000000001,0.35000000000000003,-0.07,3.31,3.32,3.32,3.31,3.28,3.29,3.28,3.29,3.32,3.32,3.32,3.32,3.28,3.29,3.28,3.29,3.31,3.31,3.31,3.3,3.32,3.32,3.32,3.32,3.32,3.28,79.3,0.0,1.0,0.0,1.0,1.0,6136188
1765224641231,0.0,0.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.027084,0.005856,0.991738,-0.6300000000000001,0.35000000000000003,-0.07,3.31,3.32,3.32,3.31,3.28,3.29,3.28,3.29,3.32,3.32,3.32,3.32,3.28,3.29,3.28,3.29,3.31,3.31,3.31,3.3,3.32,3.32,3.32,3.32,3.32,3.28,79.3,0.0,1.0,0.0,1.0,1.0,6136205
1765224641281,0.0,0.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.027084,0.005856,0.991738,-0.6300000000000001,0.35000000000000003,-0.07,3.31,3.32,3.32,3.31,3.28,3.29,3.28,3.29,3.32,3.32,3.32,3.32,3.28,3.29,3.28,3.29,3.31,3.31,3.31,3.3,3.32,3.32,3.32,3.32,3.32,3.28,79.3,0.0,1.0,0.0,1.0,1.0,6136255
1765224641380,0.0,0.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.025376,0.004514,0.993812,-0.6300000000000001,0.28,-0.07,3.31,3.32,3.32,3.31,3.28,3.29,3.28,3.29,3.32,3.32,3.32,3.32,3.28,3.29,3.28,3.29,3.31,3.31,3.31,3.3,3.32,3.32,3.32,3.32,3.32,3.28,79.3,0.0,1.0,0.0,1.0,1.0,6136354
1765224641447,0.0,0.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.025376,0.004514,0.993812,-0.6300000000000001,0.28,-0.07,3.31,3.32,3.32,3.31,3.28,3.29,3.28,3.29,3.32,3.32,3.32,3.32,3.28,3.29,3.28,3.29,3.31,3.31,3.31,3.3,3.32,3.32,3.32,3.32,3.32,3.28,79.3,0.0,1.0,0.0,1.0,1.0,6136421
1765224641463,0.0,0.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.025376,0.004514,0.993812,-0.6300000000000001,0.28,-0.07,3.31,3.32,3.32,3.31,3.28,3.29,3.28,3.29,3.32,3.32,3.32,3.32,3.28,3.29,3.28,3.29,3.31,3.31,3.31,3.3,3.32,3.32,3.32,3.32,3.32,3.28,79.3,0.0,1.0,0.0,1.0,1.0,6136437
1765224641496,0.0,0.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02562,0.004392,0.992348,-0.6300000000000001,0.28,-0.07,3.31,3.32,3.32,3.31,3.28,3.29,3.28,3.29,3.32,3.32,3.32,3.32,3.28,3.29,3.28,3.29,3.31,3.31,3.31,3.3,3.32,3.32,3.32,3.32,3.32,3.28,79.3,0.0,1.0,0.0,1.0,1.0,6136470
1765224641513,0.0,0.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02562,0.004392,0.992348,-0.6300000000000001,0.28,-0.07,3.31,3.32,3.32,3.31,3.28,3.29,3.28,3.29,3.32,3.32,3.32,3.32,3.28,3.29,3.28,3.29,3.31,3.31,3.31,3.3,3.32,3.32,3.32,3.32,3.32,3.28,79.3,0.0,1.0,0.0,1.0,1.0,6136487
1765224641529,0.0,0.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02562,0.004392,0.992348,-0.56,0.35000000000000003,-0.07,3.31,3.32,3.32,3.31,3.28,3.29,3.28,3.29,3.32,3.32,3.32,3.32,3.28,3.29,3.28,3.29,3.31,3.31,3.31,3.3,3.32,3.32,3.32,3.32,3.32,3.28,79.3,0.0,1.0,0.0,1.0,1.0,6136503
1765224641580,0.0,0.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02562,0.004392,0.992348,-0.56,0.35000000000000003,-0.07,3.31,3.32,3.32,3.31,3.28,3.29,3.28,3.29,3.32,3.32,3.32,3.32,3.28,3.29,3.28,3.29,3.31,3.31,3.31,3.3,3.32,3.32,3.32,3.32,3.32,3.28,79.3,0.0,1.0,0.0,1.0,1.0,6136554
1765224641664,0.0,0.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02562,0.004392,0.992348,-0.56,0.35000000000000003,-0.07,3.31,3.32,3.32,3.31,3.28,3.29,3.28,3.29,3.32,3.32,3.32,3.32,3.28,3.29,3.28,3.29,3.31,3.31,3.31,3.3,3.32,3.32,3.32,3.32,3.32,3.28,79.3,0.0,1.0,0.0,1.0,1.0,6136638
1765224641714,0.0,0.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02562,0.004392,0.992348,-0.56,0.35000000000000003,-0.07,3.31,3.32,3.32,3.31,3.28,3.29,3.28,3.29,3.32,3.32,3.32,3.32,3.28,3.29,3.28,3.29,3.31,3.31,3.31,3.3,3.32,3.32,3.32,3.32,3.32,3.28,79.3,0.0,1.0,0.0,1.0,1.0,6136688
1765224641781,0.0,0.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.026718,0.0064659999999999995,0.9928359999999999,-0.56,0.35000000000000003,-0.07,3.31,3.32,3.32,3.31,3.28,3.29,3.28,3.29,3.32,3.32,3.32,3.32,3.28,3.29,3.28,3.29,3.31,3.31,3.31,3.3,3.32,3.32,3.32,3.32,3.32,3.28,79.3,0.0,1.0,0.0,1.0,1.0,6136755
1765224641798,0.0,0.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.026718,0.0064659999999999995,0.9928359999999999,-0.6300000000000001,0.42000000000000004,0.0,3.31,3.32,3.32,3.31,3.28,3.29,3.28,3.29,3.32,3.32,3.32,3.32,3.28,3.29,3.28,3.29,3.31,3.31,3.31,3.3,3.32,3.32,3.32,3.32,3.32,3.28,79.3,0.0,1.0,0.0,1.0,1.0,6136772
1765224641847,0.0,0.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.026962,0.005978,0.99186,-0.6300000000000001,0.42000000000000004,0.0,3.31,3.32,3.32,3.31,3.28,3.29,3.28,3.29,3.32,3.32,3.32,3.32,3.28,3.29,3.28,3.29,3.31,3.31,3.31,3.3,3.32,3.32,3.32,3.32,3.32,3.28,79.3,0.0,1.0,0.0,1.0,1.0,6136821
